command,return_code,wall_seconds,process_tree_cpu_seconds,process_tree_avg_cpu_pct,process_tree_peak_rss_mb,process_tree_peak_vms_mb,gpu_peak_mem_used_total_mb,process_tree_gpu_peak_mem_mb,gpu_peak_util_pct,sample_interval_seconds,samples,timeseries_csv
/home/snehpatel/research/venv/bin/python ./train_flat_vae.py --data-path ./datasets/anomaly/TT/TT_abnormal.pt --out-weights ./weights/tt_abnormal_flat_vae_weights.pt,0,1436.375196,1422.69,99.047241,1598.894531,12486.050781,1008.0,186.0,53.0,2.0,705,/home/snehpatel/research/generate_graphs/classifier/vae_training_resource_by_run/run_001_TT_abnormal_flat_vae_resource_timeseries.csv
