elapsed_seconds,pid_count,process_tree_cpu_pct,system_cpu_pct,process_tree_cpu_seconds,process_tree_rss_mb,process_tree_vms_mb,gpu_count,gpu_util_max_pct,gpu_util_avg_pct,gpu_mem_used_max_mb,gpu_mem_used_total_mb,gpu_mem_total_mb,gpu_power_draw_total_w,process_tree_gpu_mem_mb,process_tree_gpu_process_count
0.000906,1,,,0.0,10.933594,14.503906,1,1.0,1.0,562.0,562.0,8188.0,40.49,0.0,0
2.039613,1,169.715391,24.101611,3.46,705.375,10907.996094,1,56.0,56.0,564.0,564.0,8188.0,37.72,0.0,0
4.077099,1,100.614208,20.523077,5.51,1593.339844,12471.203125,1,44.0,44.0,753.0,753.0,8188.0,45.36,186.0,1
6.115816,1,99.572426,18.601052,7.54,1593.839844,12471.203125,1,24.0,24.0,753.0,753.0,8188.0,49.9,186.0,1
8.153944,1,99.110573,12.511556,9.56,1593.839844,12471.332031,1,29.0,29.0,753.0,753.0,8188.0,43.18,186.0,1
10.189553,1,99.233179,13.545202,11.58,1593.839844,12471.332031,1,27.0,27.0,753.0,753.0,8188.0,42.85,186.0,1
12.224299,1,99.766767,12.16133,13.61,1593.839844,12471.332031,1,28.0,28.0,753.0,753.0,8188.0,43.3,186.0,1
14.261073,1,99.176447,15.786222,15.63,1593.839844,12471.332031,1,29.0,29.0,753.0,753.0,8188.0,43.55,186.0,1
16.297318,1,99.202191,18.015504,17.65,1593.839844,12471.332031,1,25.0,25.0,753.0,753.0,8188.0,43.07,186.0,1
18.332676,1,100.22807,13.80805,19.69,1593.839844,12471.332031,1,26.0,26.0,753.0,753.0,8188.0,43.47,186.0,1
20.366514,1,99.319598,23.843307,21.71,1593.839844,12471.332031,1,40.0,40.0,753.0,753.0,8188.0,51.72,186.0,1
22.405922,1,99.048364,27.365177,23.73,1593.839844,12471.332031,1,37.0,37.0,753.0,753.0,8188.0,52.24,186.0,1
24.446288,1,99.491957,27.239036,25.76,1593.839844,12471.332031,1,33.0,33.0,753.0,753.0,8188.0,51.29,186.0,1
26.483299,1,99.655824,17.668825,27.79,1593.839844,12471.332031,1,31.0,31.0,753.0,753.0,8188.0,51.27,186.0,1
28.519037,1,99.226915,13.651772,29.81,1593.839844,12471.332031,1,54.0,54.0,753.0,753.0,8188.0,45.03,186.0,1
30.552012,1,99.361763,18.064118,31.83,1593.839844,12471.332031,1,35.0,35.0,753.0,753.0,8188.0,52.32,186.0,1
32.589244,1,99.154127,16.676942,33.85,1593.839844,12471.332031,1,39.0,39.0,753.0,753.0,8188.0,45.15,186.0,1
34.627197,1,99.609795,27.659574,35.88,1593.839844,12471.332031,1,42.0,42.0,753.0,753.0,8188.0,52.12,186.0,1
36.664742,1,99.138882,29.09316,37.9,1593.839844,12471.332031,1,31.0,31.0,753.0,753.0,8188.0,51.84,186.0,1
38.700379,1,99.723101,16.384355,39.93,1593.839844,12471.332031,1,32.0,32.0,753.0,753.0,8188.0,52.53,186.0,1
40.736644,1,99.201227,13.542629,41.95,1593.839844,12471.332031,1,35.0,35.0,753.0,753.0,8188.0,52.46,186.0,1
42.773397,1,99.668458,18.953846,43.98,1593.839844,12471.332031,1,40.0,40.0,753.0,753.0,8188.0,45.02,186.0,1
44.81214,1,99.080623,22.563787,46.0,1593.839844,12471.332031,1,38.0,38.0,753.0,753.0,8188.0,45.26,186.0,1
46.851074,1,99.561865,17.6,48.03,1593.839844,12471.332031,1,40.0,40.0,753.0,753.0,8188.0,45.19,186.0,1
48.889088,1,98.625395,14.668721,50.04,1593.839844,12471.332031,1,36.0,36.0,753.0,753.0,8188.0,45.35,186.0,1
50.925081,1,100.196803,14.984615,52.08,1593.839844,12471.332031,1,38.0,38.0,753.0,753.0,8188.0,45.25,186.0,1
52.960915,1,99.222278,16.62554,54.1,1593.839844,12471.332031,1,33.0,33.0,753.0,753.0,8188.0,44.81,186.0,1
54.997213,1,99.199624,21.468229,56.12,1593.839844,12471.332031,1,33.0,33.0,753.0,753.0,8188.0,44.98,186.0,1
57.033275,1,99.211112,17.692308,58.14,1593.839844,12471.332031,1,37.0,37.0,753.0,753.0,8188.0,44.77,186.0,1
59.069617,1,100.179617,12.927054,60.18,1593.839844,12471.332031,1,38.0,38.0,753.0,753.0,8188.0,45.46,186.0,1
61.106509,1,99.170689,16.912669,62.2,1593.839844,12471.332031,1,35.0,35.0,753.0,753.0,8188.0,45.24,186.0,1
63.144883,1,99.098598,16.44595,64.22,1593.839844,12471.332031,1,37.0,37.0,753.0,753.0,8188.0,45.15,186.0,1
