command,return_code,wall_seconds,process_tree_cpu_seconds,process_tree_avg_cpu_pct,process_tree_peak_rss_mb,process_tree_peak_vms_mb,gpu_peak_mem_used_total_mb,process_tree_gpu_peak_mem_mb,gpu_peak_util_pct,sample_interval_seconds,samples,timeseries_csv
/home/snehpatel/research/venv/bin/python ./train_flat_vae.py --data-path ./datasets/anomaly/TT/TT_normal.pt --out-weights ./weights/tt_normal_flat_vae_weights.pt --epochs 1,0,10.213229,10.81,105.843113,1603.863281,12491.125,910.0,186.0,25.0,2.0,6,/home/snehpatel/research/generate_graphs/classifier/vae_training_resource_by_run/run_001_TT_normal_flat_vae_resource_timeseries.csv
