elapsed_seconds,pid_count,process_tree_cpu_pct,system_cpu_pct,process_tree_cpu_seconds,process_tree_rss_mb,process_tree_vms_mb,gpu_count,gpu_util_max_pct,gpu_util_avg_pct,gpu_mem_used_max_mb,gpu_mem_used_total_mb,gpu_mem_total_mb,gpu_power_draw_total_w,process_tree_gpu_mem_mb,process_tree_gpu_process_count
0.000793,1,,,0.0,12.054688,14.882812,1,2.0,2.0,906.0,906.0,8188.0,38.3,0.0,0
2.038298,1,189.447352,13.274336,3.86,736.863281,11133.460938,1,11.0,11.0,921.0,921.0,8188.0,21.56,10.0,1
4.092105,1,99.327747,7.775046,5.9,1578.769531,12443.226562,1,27.0,27.0,1140.0,1140.0,8188.0,43.6,228.0,1
6.130147,1,99.114724,7.926267,7.92,1578.894531,12443.355469,1,25.0,25.0,1140.0,1140.0,8188.0,43.58,228.0,1
8.168355,1,99.106701,7.734807,9.94,1578.894531,12443.355469,1,26.0,26.0,1140.0,1140.0,8188.0,43.61,228.0,1
10.208567,1,99.989601,7.758356,11.98,1579.019531,12443.355469,1,27.0,27.0,1140.0,1140.0,8188.0,43.57,228.0,1
12.249272,1,99.475416,8.479263,14.01,1579.019531,12443.355469,1,26.0,26.0,1140.0,1140.0,8188.0,43.46,228.0,1
14.288042,1,99.569852,7.796194,16.04,1579.019531,12443.355469,1,27.0,27.0,1140.0,1140.0,8188.0,43.53,228.0,1
16.328199,1,99.011972,8.325653,18.06,1579.019531,12443.355469,1,28.0,28.0,1140.0,1140.0,8188.0,43.74,228.0,1
18.366611,1,99.096743,8.241082,20.08,1579.019531,12443.355469,1,27.0,27.0,1140.0,1140.0,8188.0,43.78,228.0,1
20.404287,1,100.114058,8.113092,22.12,1579.019531,12443.484375,1,28.0,28.0,1140.0,1140.0,8188.0,43.67,228.0,1
22.442034,1,99.12908,8.920332,24.14,1579.019531,12443.484375,1,27.0,27.0,1140.0,1140.0,8188.0,43.66,228.0,1
24.481177,1,99.061231,8.417819,26.16,1579.019531,12443.484375,1,28.0,28.0,1140.0,1140.0,8188.0,43.69,228.0,1
26.51921,1,99.605857,7.763118,28.19,1579.019531,12443.484375,1,29.0,29.0,1140.0,1140.0,8188.0,43.68,228.0,1
28.559416,1,99.499735,7.857581,30.22,1579.019531,12443.484375,1,28.0,28.0,1140.0,1140.0,8188.0,43.71,228.0,1
30.597968,1,99.580473,7.954545,32.25,1579.019531,12443.484375,1,27.0,27.0,1140.0,1140.0,8188.0,43.81,228.0,1
32.636395,1,99.096025,7.64977,34.27,1579.019531,12443.484375,1,28.0,28.0,1140.0,1140.0,8188.0,43.85,228.0,1
34.674473,1,99.112984,7.99508,36.29,1579.019531,12443.484375,1,25.0,25.0,1140.0,1140.0,8188.0,43.7,228.0,1
36.71223,1,99.61934,7.626076,38.32,1579.019531,12443.484375,1,25.0,25.0,1140.0,1140.0,8188.0,43.77,228.0,1
38.750129,1,99.612394,7.959435,40.35,1579.019531,12443.484375,1,27.0,27.0,1140.0,1140.0,8188.0,43.82,228.0,1
40.788822,1,99.083115,9.026712,42.37,1579.019531,12443.484375,1,27.0,27.0,1140.0,1140.0,8188.0,43.75,228.0,1
42.82719,1,99.589441,7.708845,44.4,1579.019531,12443.484375,1,28.0,28.0,1140.0,1140.0,8188.0,43.66,228.0,1
44.865975,1,99.07863,7.956989,46.42,1579.019531,12443.484375,1,27.0,27.0,1140.0,1140.0,8188.0,43.74,228.0,1
46.904467,1,99.583443,9.695291,48.45,1579.019531,12443.484375,1,27.0,27.0,1140.0,1140.0,8188.0,43.74,228.0,1
48.942961,1,99.583314,8.177067,50.48,1579.019531,12443.484375,1,26.0,26.0,1140.0,1140.0,8188.0,43.69,228.0,1
50.981233,1,99.103547,8.200246,52.5,1579.019531,12443.484375,1,29.0,29.0,1140.0,1140.0,8188.0,43.8,228.0,1
53.019084,1,99.614748,7.824486,54.53,1579.019531,12443.484375,1,29.0,29.0,1140.0,1140.0,8188.0,43.85,228.0,1
55.058953,1,99.516191,8.317986,56.56,1579.019531,12443.484375,1,27.0,27.0,1140.0,1140.0,8188.0,43.74,228.0,1
57.099542,1,99.481065,7.9214,58.59,1579.019531,12443.484375,1,28.0,28.0,1140.0,1140.0,8188.0,43.92,228.0,1
