command,return_code,wall_seconds,process_tree_cpu_seconds,process_tree_avg_cpu_pct,process_tree_peak_rss_mb,process_tree_peak_vms_mb,gpu_peak_mem_used_total_mb,process_tree_gpu_peak_mem_mb,gpu_peak_util_pct,sample_interval_seconds,samples,timeseries_csv
/home/snehpatel/research/venv/bin/python3 ./train_tt_abnormal_data.py,0,484.775586,483.28,99.691489,1610.882812,12535.625,950.0,232.0,56.0,2.0,239,/home/snehpatel/research/generate_graphs/classifier/vae_training_resource_by_run/run_002_TT_abnormal_hierarchical_vae_resource_timeseries.csv
