command,return_code,wall_seconds,process_tree_cpu_seconds,process_tree_avg_cpu_pct,process_tree_peak_rss_mb,process_tree_peak_vms_mb,gpu_peak_mem_used_total_mb,process_tree_gpu_peak_mem_mb,gpu_peak_util_pct,sample_interval_seconds,samples,timeseries_csv
/home/snehpatel/research/venv/bin/python3 ./train_tt_normal_data.py,0,348.380658,347.44,99.729991,1619.890625,12546.320312,971.0,230.0,57.0,2.0,172,/home/snehpatel/research/generate_graphs/classifier/vae_training_resource_by_run/run_001_TT_normal_hierarchical_vae_resource_timeseries.csv
