command,return_code,wall_seconds,process_tree_cpu_seconds,process_tree_avg_cpu_pct,process_tree_peak_rss_mb,process_tree_peak_vms_mb,gpu_peak_mem_used_total_mb,process_tree_gpu_peak_mem_mb,gpu_peak_util_pct,sample_interval_seconds,samples,timeseries_csv
/home/snehpatel/research/venv/bin/python3 ./train_flat_vae.py --data-path ./datasets/anomaly/SN/SN_abnormal.pt --out-weights ./weights/sn_abnormal_flat_vae_weights.pt,0,1472.822982,1457.91,98.987456,1608.980469,12496.089844,907.0,186.0,50.0,2.0,723,/home/snehpatel/research/generate_graphs/classifier/vae_training_resource_by_run/run_008_SN_abnormal_flat_vae_resource_timeseries.csv
