elapsed_seconds,pid_count,process_tree_cpu_pct,system_cpu_pct,process_tree_cpu_seconds,process_tree_rss_mb,process_tree_vms_mb,gpu_count,gpu_util_max_pct,gpu_util_avg_pct,gpu_mem_used_max_mb,gpu_mem_used_total_mb,gpu_mem_total_mb,gpu_power_draw_total_w,process_tree_gpu_mem_mb,process_tree_gpu_process_count
0.000925,1,,,0.0,10.941406,14.445312,1,9.0,9.0,654.0,654.0,8188.0,43.09,0.0,0
2.037785,1,178.706483,22.45086,3.64,712.605469,10914.246094,1,28.0,28.0,657.0,657.0,8188.0,22.32,0.0,0
4.081323,1,100.805524,11.395134,5.7,1578.0625,12438.15625,1,26.0,26.0,846.0,846.0,8188.0,40.72,186.0,1
6.11648,1,98.763892,11.826301,7.71,1578.3125,12438.285156,1,26.0,26.0,846.0,846.0,8188.0,41.48,186.0,1
8.15321,1,99.669554,10.877627,9.74,1578.3125,12438.285156,1,22.0,22.0,857.0,857.0,8188.0,46.21,186.0,1
10.187573,1,99.294014,8.38471,11.76,1578.3125,12438.285156,1,22.0,22.0,855.0,855.0,8188.0,41.97,186.0,1
12.221176,1,99.331091,13.678373,13.78,1578.3125,12438.285156,1,29.0,29.0,847.0,847.0,8188.0,47.15,186.0,1
14.256772,1,99.725098,12.619267,15.81,1578.3125,12438.285156,1,31.0,31.0,846.0,846.0,8188.0,41.7,186.0,1
16.294124,1,99.639124,12.754159,17.84,1578.3125,12438.285156,1,27.0,27.0,846.0,846.0,8188.0,41.74,186.0,1
18.329081,1,99.265012,9.818406,19.86,1578.3125,12438.285156,1,25.0,25.0,846.0,846.0,8188.0,41.33,186.0,1
20.364177,1,99.258197,12.4,21.88,1578.4375,12438.285156,1,26.0,26.0,846.0,846.0,8188.0,49.09,186.0,1
22.398431,1,99.299309,15.187924,23.9,1578.4375,12438.285156,1,28.0,28.0,846.0,846.0,8188.0,47.65,186.0,1
24.435382,1,99.167798,11.923786,25.92,1578.601562,12438.285156,1,27.0,27.0,846.0,846.0,8188.0,41.87,186.0,1
26.476884,1,99.436615,19.091752,27.95,1578.601562,12438.285156,1,24.0,24.0,846.0,846.0,8188.0,49.19,186.0,1
28.515543,1,99.084737,10.649431,29.97,1578.601562,12438.285156,1,26.0,26.0,846.0,846.0,8188.0,47.63,186.0,1
30.55347,1,98.62963,14.268143,31.98,1578.601562,12438.285156,1,30.0,30.0,846.0,846.0,8188.0,45.21,186.0,1
32.590539,1,99.1621,14.325323,34.0,1578.601562,12438.285156,1,31.0,31.0,846.0,846.0,8188.0,42.21,186.0,1
34.627045,1,99.189462,12.130542,36.02,1578.601562,12438.285156,1,26.0,26.0,846.0,846.0,8188.0,42.08,186.0,1
36.662444,1,99.243466,10.398025,38.04,1578.601562,12438.285156,1,26.0,26.0,846.0,846.0,8188.0,41.79,186.0,1
38.698477,1,99.703704,10.513372,40.07,1578.601562,12438.285156,1,28.0,28.0,846.0,846.0,8188.0,41.89,186.0,1
40.737592,1,98.572142,14.664202,42.08,1578.601562,12438.285156,1,29.0,29.0,846.0,846.0,8188.0,42.24,186.0,1
42.774011,1,100.175864,13.995694,44.12,1578.601562,12438.285156,1,29.0,29.0,846.0,846.0,8188.0,42.23,186.0,1
44.813273,1,99.055451,12.592365,46.14,1578.601562,12438.285156,1,26.0,26.0,846.0,846.0,8188.0,41.93,186.0,1
46.849296,1,99.213018,10.406404,48.16,1578.601562,12438.285156,1,27.0,27.0,846.0,846.0,8188.0,41.94,186.0,1
48.884698,1,99.734595,10.642879,50.19,1578.601562,12438.285156,1,27.0,27.0,846.0,846.0,8188.0,41.81,186.0,1
50.92085,1,99.206721,14.672408,52.21,1578.601562,12438.285156,1,31.0,31.0,846.0,846.0,8188.0,42.34,186.0,1
52.956886,1,99.21239,13.876923,54.23,1578.601562,12438.285156,1,32.0,32.0,846.0,846.0,8188.0,42.42,186.0,1
54.994911,1,99.115593,14.787431,56.25,1578.601562,12438.285156,1,34.0,34.0,846.0,846.0,8188.0,46.92,186.0,1
57.031072,1,99.20628,14.039409,58.27,1578.601562,12438.285156,1,24.0,24.0,846.0,846.0,8188.0,48.84,186.0,1
59.066791,1,99.719071,10.289587,60.3,1578.726562,12438.285156,1,26.0,26.0,846.0,846.0,8188.0,45.43,186.0,1
61.103799,1,99.165071,14.197721,62.32,1578.726562,12438.285156,1,31.0,31.0,846.0,846.0,8188.0,42.63,186.0,1
63.139976,1,99.205525,19.05933,64.34,1578.726562,12438.285156,1,31.0,31.0,846.0,846.0,8188.0,42.44,186.0,1
65.18006,1,99.995876,11.565672,66.38,1578.726562,12438.285156,1,26.0,26.0,846.0,846.0,8188.0,41.89,186.0,1
67.218109,1,99.114376,10.936537,68.4,1578.726562,12438.285156,1,28.0,28.0,846.0,846.0,8188.0,42.08,186.0,1
69.253812,1,99.228611,14.804555,70.42,1578.726562,12438.285156,1,28.0,28.0,846.0,846.0,8188.0,42.09,186.0,1
71.290376,1,99.67771,14.734895,72.45,1578.726562,12438.285156,1,27.0,27.0,846.0,846.0,8188.0,44.89,186.0,1
73.327733,1,99.638914,18.246154,74.48,1578.726562,12438.285156,1,36.0,36.0,846.0,846.0,8188.0,45.03,186.0,1
75.36982,1,98.918372,14.950678,76.5,1578.726562,12438.285156,1,23.0,23.0,846.0,846.0,8188.0,48.63,186.0,1
77.404463,1,99.771841,13.606911,78.53,1578.726562,12438.285156,1,51.0,51.0,846.0,846.0,8188.0,49.48,186.0,1
79.439758,1,99.739806,13.212196,80.56,1578.726562,12438.285156,1,26.0,26.0,846.0,846.0,8188.0,48.71,186.0,1
81.474945,1,99.25379,16.805171,82.58,1578.726562,12438.285156,1,30.0,30.0,846.0,846.0,8188.0,43.42,186.0,1
