command,return_code,wall_seconds,process_tree_cpu_seconds,process_tree_avg_cpu_pct,process_tree_peak_rss_mb,process_tree_peak_vms_mb,gpu_peak_mem_used_total_mb,process_tree_gpu_peak_mem_mb,gpu_peak_util_pct,sample_interval_seconds,samples,timeseries_csv
/home/snehpatel/research/venv/bin/python3 ./train_flat_vae.py --data-path ./datasets/anomaly/SN/SN_normal.pt --out-weights ./weights/sn_normal_flat_vae_weights.pt,0,381.635729,380.63,99.736469,1670.886719,12588.605469,1246.0,252.0,58.0,2.0,188,/home/snehpatel/research/generate_graphs/classifier/vae_training_resource_by_run/run_011_SN_normal_flat_vae_resource_timeseries.csv
