command,return_code,wall_seconds,process_tree_cpu_seconds,process_tree_avg_cpu_pct,process_tree_peak_rss_mb,process_tree_peak_vms_mb,gpu_peak_mem_used_total_mb,process_tree_gpu_peak_mem_mb,gpu_peak_util_pct,sample_interval_seconds,samples,timeseries_csv
/home/snehpatel/research/venv/bin/python3 ./train_sn_normal_data.py,0,875.686044,870.74,99.435181,1702.1875,12596.320312,778.0,210.0,53.0,2.0,431,/home/snehpatel/research/generate_graphs/classifier/vae_training_resource_by_run/run_003_SN_normal_hierarchical_vae_resource_timeseries.csv
