mode_version,real_percent_requested,real_percent_actual,synth_percent_actual,real_holdout_ratio,train_real_total,train_synth_total,train_normal_real,train_abnormal_real,train_normal_synth,train_abnormal_synth,val_normal_synth,val_abnormal_synth,test_normal_real,test_abnormal_real,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1,normal_precision,normal_recall,normal_f1,abnormal_precision,abnormal_recall,abnormal_f1
v3_real_pool_with_holdout,10.0,10.017,89.983,0.2,178,1599,129,49,800,799,200,200,3676,1410,0.355469,0.801612,0.819388,0.801612,0.807221,0.897466,0.819097,0.856493,0.615829,0.756028,0.678765
v3_real_pool_with_holdout,30.0,30.009,69.991,0.2,686,1600,496,190,800,800,200,200,3676,1410,0.361123,0.835627,0.895259,0.835627,0.843831,0.997547,0.774483,0.871975,0.628584,0.995035,0.770456
v3_real_pool_with_holdout,50.0,50.0,50.0,0.2,1600,1600,1156,444,800,800,200,200,3676,1410,0.281856,0.835824,0.895558,0.835824,0.844021,0.997897,0.774483,0.872109,0.628751,0.995745,0.770793
v3_real_pool_with_holdout,70.0,69.998,30.002,0.2,3733,1600,2698,1035,800,800,200,200,3676,1410,0.276471,0.841329,0.885577,0.841329,0.848631,0.978007,0.798422,0.879137,0.644604,0.953191,0.769099
v3_real_pool_with_holdout,100.0,100.0,0.0,0.2,20342,0,14703,5639,0,0,200,200,3676,1410,0.324002,0.836217,0.896377,0.836217,0.844408,0.998947,0.774211,0.872337,0.628967,0.997872,0.771593
v3_real_pool_with_holdout,0.0,0.0,100.0,0.2,0,1600,0,0,800,800,200,200,3676,1410,1.381238,0.67381,0.608917,0.67381,0.627187,0.726375,0.880305,0.795966,0.302694,0.135461,0.187163
