system,preset,real_path,synthetic_path,real_traces,synthetic_traces,real_unique_trace_signatures,synthetic_unique_trace_signatures,real_unique_trace_signature_rate,synthetic_unique_trace_signature_rate,real_trace_signature_entropy,synthetic_trace_signature_entropy,duplicate_rate,near_duplicate_rate,near_duplicate_threshold,exact_train_match_rate,novelty_rate,node_pattern_coverage,edge_pattern_coverage,service_operation_pattern_coverage,real_unique_node_patterns,synthetic_unique_node_patterns,real_unique_edge_patterns,synthetic_unique_edge_patterns,nearest_real_distance_mean,nearest_real_distance_median,nearest_real_distance_p05,nearest_real_distance_p95,nearest_real_similarity_mean
TT,anomaly_abnormal,./datasets/anomaly/TT/TT_abnormal.pt,./datasets/anomaly/TT/TT_abnormal_synthetic.pt,1000,1000,9,405,0.009,0.405,2.8504056915520515,6.609081677409578,0.652,0.652,0.05,0.359,0.641,0.9583333333333334,0.6470588235294118,0.8292682926829268,24,25,17,220,0.48106816233381755,0.6666666666666667,0.0,0.875,0.5189318376661824
