system,preset,real_path,synthetic_path,real_traces,synthetic_traces,real_unique_trace_signatures,synthetic_unique_trace_signatures,real_unique_trace_signature_rate,synthetic_unique_trace_signature_rate,real_trace_signature_entropy,synthetic_trace_signature_entropy,duplicate_rate,near_duplicate_rate,near_duplicate_threshold,exact_train_match_rate,novelty_rate,node_pattern_coverage,edge_pattern_coverage,service_operation_pattern_coverage,real_unique_node_patterns,synthetic_unique_node_patterns,real_unique_edge_patterns,synthetic_unique_edge_patterns,nearest_real_distance_mean,nearest_real_distance_median,nearest_real_distance_p05,nearest_real_distance_p95,nearest_real_similarity_mean
SN,anomaly_abnormal,./datasets/anomaly/SN/SN_abnormal.pt,./datasets/anomaly/SN/SN_abnormal_synthetic.pt,1000,1000,12,1000,0.012,1.0,3.0246997985118984,9.965784284662018,0.0,0.0,0.05,0.0,1.0,1.0,0.9242424242424242,0.96,59,59,66,2064,0.878052278092856,0.8888888888888888,0.7777777777777778,0.9454545454545454,0.12194772190714398
