run_order,system,generator,real_percent_requested,synthetic_percent_requested,real_percent_actual,synth_percent_actual,mode_version,syn_normal_path,syn_abnormal_path,real_holdout_ratio,real_val_ratio,min_nodes_filter,max_synth_per_class,train_real_total,train_synth_total,train_normal_real,train_abnormal_real,train_normal_synth,train_abnormal_synth,val_normal_synth,val_abnormal_synth,val_normal_real,val_abnormal_real,test_normal_real,test_abnormal_real,train_total_after_filter,val_total_after_filter,test_total_after_filter,test_normal_real_after_filter,test_abnormal_real_after_filter,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1,normal_precision,normal_recall,normal_f1,abnormal_precision,abnormal_recall,abnormal_f1,resource_summary_csv,resource_timeseries_csv,resource_return_code,resource_wall_seconds,resource_process_tree_cpu_seconds,resource_process_tree_avg_cpu_pct,resource_process_tree_peak_rss_mb,resource_process_tree_peak_vms_mb,resource_gpu_peak_mem_used_total_mb,resource_process_tree_gpu_peak_mem_mb,resource_gpu_peak_util_pct,resource_samples
1,TT,hierarchical_vae,0,100.0,0.0,100.0,v5_tt_real_validation,./datasets/anomaly/TT/TT_normal_synthetic.pt,./datasets/anomaly/TT/TT_abnormal_synthetic.pt,0.2,0.1,3,,0,952,0,0,492,460,124,115,304,216,760,540,952,239,1300,760,540,0.841741,0.607692,0.619852,0.607692,0.610481,0.688253,0.601316,0.641854,0.523585,0.616667,0.566327,,,,,,,,,,,,
2,TT,hierarchical_vae,10,90.0,10.028,89.972,v5_tt_real_validation,./datasets/anomaly/TT/TT_normal_synthetic.pt,./datasets/anomaly/TT/TT_abnormal_synthetic.pt,0.2,0.1,3,,106,951,62,44,491,460,124,115,304,216,760,540,1057,520,1300,760,540,0.562308,0.700769,0.707599,0.700769,0.702546,0.766141,0.702632,0.733013,0.625207,0.698148,0.659668,,,,,,,,,,,,
3,TT,hierarchical_vae,30,70.0,30.0,70.0,v5_tt_real_validation,./datasets/anomaly/TT/TT_normal_synthetic.pt,./datasets/anomaly/TT/TT_abnormal_synthetic.pt,0.2,0.1,3,,408,952,239,169,492,460,124,115,304,216,760,540,1360,520,1300,760,540,0.483819,0.724615,0.794609,0.724615,0.721415,0.925847,0.575,0.709416,0.609903,0.935185,0.738304,,,,,,,,,,,,
4,TT,hierarchical_vae,50,50.0,50.0,50.0,v5_tt_real_validation,./datasets/anomaly/TT/TT_normal_synthetic.pt,./datasets/anomaly/TT/TT_abnormal_synthetic.pt,0.2,0.1,3,,952,952,557,395,492,460,124,115,304,216,760,540,1904,520,1300,760,540,0.46306,0.726923,0.767452,0.726923,0.727164,0.870201,0.626316,0.728386,0.622842,0.868519,0.725445,,,,,,,,,,,,
5,TT,hierarchical_vae,70,30.0,69.997,30.003,v5_tt_real_validation,./datasets/anomaly/TT/TT_normal_synthetic.pt,./datasets/anomaly/TT/TT_abnormal_synthetic.pt,0.2,0.1,3,,2221,952,1299,922,492,460,124,115,304,216,760,540,3173,520,1300,760,540,0.448016,0.719231,0.787133,0.719231,0.716145,0.915789,0.572368,0.704453,0.606061,0.925926,0.732601,,,,,,,,,,,,
6,TT,hierarchical_vae,100,0.0,100.0,0.0,v5_tt_real_validation,./datasets/anomaly/TT/TT_normal_synthetic.pt,./datasets/anomaly/TT/TT_abnormal_synthetic.pt,0.2,0.1,3,,4676,0,2735,1941,0,0,124,115,304,216,760,540,4676,520,1300,760,540,0.439278,0.727692,0.835519,0.727692,0.719967,1.0,0.534211,0.696398,0.604027,1.0,0.753138,,,,,,,,,,,,
