run_order,system,generator,real_percent_requested,synthetic_percent_requested,real_percent_actual,synth_percent_actual,mode_version,syn_normal_path,syn_abnormal_path,real_holdout_ratio,real_val_ratio,min_nodes_filter,max_synth_per_class,train_real_total,train_synth_total,train_normal_real,train_abnormal_real,train_normal_synth,train_abnormal_synth,val_normal_synth,val_abnormal_synth,val_normal_real,val_abnormal_real,test_normal_real,test_abnormal_real,train_total_after_filter,val_total_after_filter,test_total_after_filter,test_normal_real_after_filter,test_abnormal_real_after_filter,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1,normal_precision,normal_recall,normal_f1,abnormal_precision,abnormal_recall,abnormal_f1,resource_summary_csv,resource_timeseries_csv,resource_return_code,resource_wall_seconds,resource_process_tree_cpu_seconds,resource_process_tree_avg_cpu_pct,resource_process_tree_peak_rss_mb,resource_process_tree_peak_vms_mb,resource_gpu_peak_mem_used_total_mb,resource_process_tree_gpu_peak_mem_mb,resource_gpu_peak_util_pct,resource_samples
1,TT,hierarchical_vae,0,100.0,0.0,100.0,v5_tt_real_validation,./datasets/anomaly/TT/TT_normal_synthetic.pt,./datasets/anomaly/TT/TT_abnormal_synthetic.pt,0.2,0.1,3,,0,1064,0,0,604,460,152,115,304,216,760,540,1064,267,1300,760,540,2.705746,0.446154,0.409787,0.446154,0.420977,0.521368,0.642105,0.575472,0.252747,0.17037,0.20354,,,,,,,,,,,,
2,TT,hierarchical_vae,10,90.0,9.983,90.017,v5_tt_real_validation,./datasets/anomaly/TT/TT_normal_synthetic.pt,./datasets/anomaly/TT/TT_abnormal_synthetic.pt,0.2,0.1,3,,118,1064,69,49,604,460,152,115,304,216,760,540,1182,520,1300,760,540,0.625455,0.656154,0.658524,0.656154,0.626947,0.653582,0.876316,0.748735,0.66548,0.346296,0.455542,,,,,,,,,,,,
3,TT,hierarchical_vae,30,70.0,30.0,70.0,v5_tt_real_validation,./datasets/anomaly/TT/TT_normal_synthetic.pt,./datasets/anomaly/TT/TT_abnormal_synthetic.pt,0.2,0.1,3,,456,1064,267,189,604,460,152,115,304,216,760,540,1520,520,1300,760,540,0.469808,0.717692,0.726299,0.717692,0.701397,0.703627,0.893421,0.787246,0.758209,0.47037,0.580571,,,,,,,,,,,,
4,TT,hierarchical_vae,50,50.0,50.0,50.0,v5_tt_real_validation,./datasets/anomaly/TT/TT_normal_synthetic.pt,./datasets/anomaly/TT/TT_abnormal_synthetic.pt,0.2,0.1,3,,1064,1064,622,442,604,460,152,115,304,216,760,540,2128,520,1300,760,540,0.454383,0.716923,0.793608,0.716923,0.712628,0.929825,0.557895,0.697368,0.601896,0.940741,0.734104,,,,,,,,,,,,
5,TT,hierarchical_vae,70,30.0,69.994,30.006,v5_tt_real_validation,./datasets/anomaly/TT/TT_normal_synthetic.pt,./datasets/anomaly/TT/TT_abnormal_synthetic.pt,0.2,0.1,3,,2482,1064,1452,1030,604,460,152,115,304,216,760,540,3546,520,1300,760,540,0.443569,0.726923,0.829964,0.726923,0.719734,0.990315,0.538158,0.697357,0.604284,0.992593,0.751226,,,,,,,,,,,,
6,TT,hierarchical_vae,100,0.0,100.0,0.0,v5_tt_real_validation,./datasets/anomaly/TT/TT_normal_synthetic.pt,./datasets/anomaly/TT/TT_abnormal_synthetic.pt,0.2,0.1,3,,4676,0,2735,1941,0,0,152,115,304,216,760,540,4676,520,1300,760,540,0.439421,0.727692,0.835519,0.727692,0.719967,1.0,0.534211,0.696398,0.604027,1.0,0.753138,,,,,,,,,,,,
