system,preset,real_path,synthetic_path,real_traces,synthetic_traces,real_unique_trace_signatures,synthetic_unique_trace_signatures,real_unique_trace_signature_rate,synthetic_unique_trace_signature_rate,real_trace_signature_entropy,synthetic_trace_signature_entropy,duplicate_rate,near_duplicate_rate,near_duplicate_threshold,exact_train_match_rate,novelty_rate,node_pattern_coverage,edge_pattern_coverage,service_operation_pattern_coverage,real_unique_node_patterns,synthetic_unique_node_patterns,real_unique_edge_patterns,synthetic_unique_edge_patterns,nearest_real_distance_mean,nearest_real_distance_median,nearest_real_distance_p05,nearest_real_distance_p95,nearest_real_similarity_mean
TT,anomaly_normal,./datasets/anomaly/TT/TT_normal.pt,./datasets/anomaly/TT/TT_normal_synthetic.pt,1000,1000,9,378,0.009,0.378,2.8146071630392115,5.9264602135348,0.655,0.655,0.05,0.462,0.538,1.0,0.6470588235294118,0.8536585365853658,24,24,17,280,0.4001071897806953,0.5,0.0,0.875,0.5998928102193046
