mode_version,generator,syn_normal_path,syn_abnormal_path,real_percent_requested,real_percent_actual,synth_percent_actual,real_holdout_ratio,max_synth_per_class,train_real_total,train_synth_total,train_normal_real,train_abnormal_real,train_normal_synth,train_abnormal_synth,val_normal_synth,val_abnormal_synth,test_normal_real,test_abnormal_real,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1,normal_precision,normal_recall,normal_f1,abnormal_precision,abnormal_recall,abnormal_f1
v3_real_pool_with_holdout,hierarchical_vae,/home/snehpatel/research/generate_graphs/datasets/anomaly/SN/SN_normal_synthetic.pt,/home/snehpatel/research/generate_graphs/datasets/anomaly/SN/SN_abnormal_synthetic.pt,0.0,0.0,100.0,0.2,,0,1600,0,0,800,800,200,200,3676,1410,2.178,0.484074,0.609438,0.484074,0.508662,0.73357,0.449402,0.557355,0.285815,0.574468,0.381715
