mode_version,generator,syn_normal_path,syn_abnormal_path,real_percent_requested,real_percent_actual,synth_percent_actual,real_holdout_ratio,real_val_ratio,min_nodes_filter,max_synth_per_class,train_real_total,train_synth_total,train_normal_real,train_abnormal_real,train_normal_synth,train_abnormal_synth,val_normal_synth,val_abnormal_synth,val_normal_real,val_abnormal_real,test_normal_real,test_abnormal_real,train_total_after_filter,val_total_after_filter,test_total_after_filter,test_normal_real_after_filter,test_abnormal_real_after_filter,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1,normal_precision,normal_recall,normal_f1,abnormal_precision,abnormal_recall,abnormal_f1
v5_tt_real_validation,empirical,./datasets/baselines/TT_normal_empirical_random_tree.pt,./datasets/baselines/TT_abnormal_empirical_random_tree.pt,0.0,0.0,100.0,0.2,0.1,3,500,0,800,0,0,400,400,100,100,304,216,760,540,800,520,1300,760,540,1.382632,0.550769,0.612106,0.550769,0.539831,0.709524,0.392105,0.505085,0.475,0.774074,0.588732
v5_tt_real_validation,empirical,./datasets/baselines/TT_normal_empirical_random_tree.pt,./datasets/baselines/TT_abnormal_empirical_random_tree.pt,10.0,10.023,89.977,0.2,0.1,3,500,89,799,52,37,400,399,100,100,304,216,760,540,888,520,1300,760,540,0.469015,0.717692,0.809031,0.717692,0.71151,0.958042,0.540789,0.691337,0.599311,0.966667,0.739901
v5_tt_real_validation,empirical,./datasets/baselines/TT_normal_empirical_random_tree.pt,./datasets/baselines/TT_abnormal_empirical_random_tree.pt,30.0,30.035,69.965,0.2,0.1,3,500,343,799,201,142,400,399,100,100,304,216,760,540,1142,520,1300,760,540,0.472357,0.727692,0.831554,0.727692,0.720445,0.992718,0.538158,0.697952,0.60473,0.994444,0.752101
v5_tt_real_validation,empirical,./datasets/baselines/TT_normal_empirical_random_tree.pt,./datasets/baselines/TT_abnormal_empirical_random_tree.pt,50.0,50.0,50.0,0.2,0.1,3,500,800,800,468,332,400,400,100,100,304,216,760,540,1600,520,1300,760,540,0.455418,0.727692,0.828981,0.727692,0.720756,0.987981,0.540789,0.69898,0.605204,0.990741,0.751404
v5_tt_real_validation,empirical,./datasets/baselines/TT_normal_empirical_random_tree.pt,./datasets/baselines/TT_abnormal_empirical_random_tree.pt,70.0,69.992,30.008,0.2,0.1,3,500,1866,800,1091,775,400,400,100,100,304,216,760,540,2666,520,1300,760,540,0.45514,0.729231,0.836081,0.729231,0.721709,1.0,0.536842,0.69863,0.605381,1.0,0.75419
v5_tt_real_validation,empirical,./datasets/baselines/TT_normal_empirical_random_tree.pt,./datasets/baselines/TT_abnormal_empirical_random_tree.pt,100.0,100.0,0.0,0.2,0.1,3,500,4676,0,2735,1941,0,0,100,100,304,216,760,540,4676,520,1300,760,540,0.445479,0.727692,0.835519,0.727692,0.719967,1.0,0.534211,0.696398,0.604027,1.0,0.753138
v5_tt_real_validation,flat_vae,./datasets/baselines/TT_normal_flat_vae_synthetic.pt,./datasets/baselines/TT_abnormal_flat_vae_synthetic.pt,0.0,0.0,100.0,0.2,0.1,3,500,0,800,0,0,400,400,100,100,304,216,760,540,800,520,1300,760,540,0.623241,0.688462,0.69744,0.688462,0.665035,0.677323,0.892105,0.770017,0.725753,0.401852,0.517282
v5_tt_real_validation,flat_vae,./datasets/baselines/TT_normal_flat_vae_synthetic.pt,./datasets/baselines/TT_abnormal_flat_vae_synthetic.pt,10.0,10.023,89.977,0.2,0.1,3,500,89,799,52,37,400,399,100,100,304,216,760,540,888,520,1300,760,540,0.526957,0.711538,0.78593,0.711538,0.707361,0.91939,0.555263,0.692371,0.598098,0.931481,0.728458
v5_tt_real_validation,flat_vae,./datasets/baselines/TT_normal_flat_vae_synthetic.pt,./datasets/baselines/TT_abnormal_flat_vae_synthetic.pt,30.0,30.035,69.965,0.2,0.1,3,500,343,799,201,142,400,399,100,100,304,216,760,540,1142,520,1300,760,540,0.459456,0.725385,0.82305,0.725385,0.718774,0.978622,0.542105,0.697714,0.604096,0.983333,0.748414
v5_tt_real_validation,flat_vae,./datasets/baselines/TT_normal_flat_vae_synthetic.pt,./datasets/baselines/TT_abnormal_flat_vae_synthetic.pt,50.0,50.0,50.0,0.2,0.1,3,500,800,800,468,332,400,400,100,100,304,216,760,540,1600,520,1300,760,540,0.455348,0.727692,0.832861,0.727692,0.720287,0.995122,0.536842,0.697436,0.604494,0.996296,0.752448
v5_tt_real_validation,flat_vae,./datasets/baselines/TT_normal_flat_vae_synthetic.pt,./datasets/baselines/TT_abnormal_flat_vae_synthetic.pt,70.0,69.992,30.008,0.2,0.1,3,500,1866,800,1091,775,400,400,100,100,304,216,760,540,2666,520,1300,760,540,0.45196,0.726923,0.835239,0.726923,0.719095,1.0,0.532895,0.695279,0.603352,1.0,0.752613
v5_tt_real_validation,flat_vae,./datasets/baselines/TT_normal_flat_vae_synthetic.pt,./datasets/baselines/TT_abnormal_flat_vae_synthetic.pt,100.0,100.0,0.0,0.2,0.1,3,500,4676,0,2735,1941,0,0,100,100,304,216,760,540,4676,520,1300,760,540,0.446367,0.727692,0.835519,0.727692,0.719967,1.0,0.534211,0.696398,0.604027,1.0,0.753138
