mode_version,generator,syn_normal_path,syn_abnormal_path,real_percent_requested,real_percent_actual,synth_percent_actual,real_holdout_ratio,real_val_ratio,min_nodes_filter,max_synth_per_class,train_real_total,train_synth_total,train_normal_real,train_abnormal_real,train_normal_synth,train_abnormal_synth,val_normal_synth,val_abnormal_synth,val_normal_real,val_abnormal_real,test_normal_real,test_abnormal_real,train_total_after_filter,val_total_after_filter,test_total_after_filter,test_normal_real_after_filter,test_abnormal_real_after_filter,test_loss,test_accuracy,weighted_precision,weighted_recall,weighted_f1,normal_precision,normal_recall,normal_f1,abnormal_precision,abnormal_recall,abnormal_f1
v5_tt_real_validation,random_sampling,./datasets/baselines/TT_normal_random_sampling.pt,./datasets/baselines/TT_abnormal_random_sampling.pt,0.0,0.0,100.0,0.2,0.1,3,500,0,800,0,0,400,400,100,100,304,216,760,540,800,200,1300,760,540,6.228913,0.585385,0.757423,0.585385,0.433112,0.585065,1.0,0.738222,1.0,0.001852,0.003697
v5_tt_real_validation,random_sampling,./datasets/baselines/TT_normal_random_sampling.pt,./datasets/baselines/TT_abnormal_random_sampling.pt,10.0,10.023,89.977,0.2,0.1,3,500,89,799,52,37,400,399,100,100,304,216,760,540,888,520,1300,760,540,0.512731,0.716154,0.804918,0.716154,0.710237,0.951501,0.542105,0.690696,0.598616,0.961111,0.73774
v5_tt_real_validation,random_sampling,./datasets/baselines/TT_normal_random_sampling.pt,./datasets/baselines/TT_abnormal_random_sampling.pt,30.0,30.035,69.965,0.2,0.1,3,500,343,799,201,142,400,399,100,100,304,216,760,540,1142,520,1300,760,540,0.463253,0.722308,0.823046,0.722308,0.715155,0.980723,0.535526,0.692766,0.60113,0.985185,0.746667
v5_tt_real_validation,random_sampling,./datasets/baselines/TT_normal_random_sampling.pt,./datasets/baselines/TT_abnormal_random_sampling.pt,50.0,50.0,50.0,0.2,0.1,3,500,800,800,468,332,400,400,100,100,304,216,760,540,1600,520,1300,760,540,0.460159,0.726923,0.833898,0.726923,0.719257,0.997543,0.534211,0.695801,0.603583,0.998148,0.752268
v5_tt_real_validation,random_sampling,./datasets/baselines/TT_normal_random_sampling.pt,./datasets/baselines/TT_abnormal_random_sampling.pt,70.0,69.992,30.008,0.2,0.1,3,500,1866,800,1091,775,400,400,100,100,304,216,760,540,2666,520,1300,760,540,0.459004,0.727692,0.835519,0.727692,0.719967,1.0,0.534211,0.696398,0.604027,1.0,0.753138
v5_tt_real_validation,random_sampling,./datasets/baselines/TT_normal_random_sampling.pt,./datasets/baselines/TT_abnormal_random_sampling.pt,100.0,100.0,0.0,0.2,0.1,3,500,4676,0,2735,1941,0,0,100,100,304,216,760,540,4676,520,1300,760,540,0.437415,0.727692,0.835519,0.727692,0.719967,1.0,0.534211,0.696398,0.604027,1.0,0.753138
v5_tt_real_validation,flat_vae,./datasets/baselines/TT_normal_flat_vae_synthetic.pt,./datasets/baselines/TT_abnormal_flat_vae_synthetic.pt,0.0,0.0,100.0,0.2,0.1,3,500,0,800,0,0,400,400,100,100,304,216,760,540,800,200,1300,760,540,2.428086,0.588462,0.645429,0.588462,0.444033,0.587277,0.996053,0.738897,0.727273,0.014815,0.029038
v5_tt_real_validation,flat_vae,./datasets/baselines/TT_normal_flat_vae_synthetic.pt,./datasets/baselines/TT_abnormal_flat_vae_synthetic.pt,10.0,10.023,89.977,0.2,0.1,3,500,89,799,52,37,400,399,100,100,304,216,760,540,888,520,1300,760,540,0.521762,0.701538,0.734015,0.701538,0.702546,0.826316,0.619737,0.708271,0.60411,0.816667,0.694488
v5_tt_real_validation,flat_vae,./datasets/baselines/TT_normal_flat_vae_synthetic.pt,./datasets/baselines/TT_abnormal_flat_vae_synthetic.pt,30.0,30.035,69.965,0.2,0.1,3,500,343,799,201,142,400,399,100,100,304,216,760,540,1142,520,1300,760,540,0.461329,0.724615,0.821507,0.724615,0.718062,0.976303,0.542105,0.697124,0.603645,0.981481,0.747532
v5_tt_real_validation,flat_vae,./datasets/baselines/TT_normal_flat_vae_synthetic.pt,./datasets/baselines/TT_abnormal_flat_vae_synthetic.pt,50.0,50.0,50.0,0.2,0.1,3,500,800,800,468,332,400,400,100,100,304,216,760,540,1600,520,1300,760,540,0.449523,0.733846,0.775078,0.733846,0.734048,0.879121,0.631579,0.735069,0.628647,0.877778,0.732612
